start_date,median_date,end_date,spread,pollster,n,party,pct
2019-07-25,2019-07-29,2019-07-31,7,Emnid,1419.0,spd,0.13
2019-07-26,2019-07-28,2019-07-29,4,YouGov,1594.0,spd,0.13
2019-07-26,2019-07-28,2019-07-29,4,INSA,2036.0,spd,0.125
2019-07-22,2019-07-25,2019-07-26,5,Forsa,2502.0,spd,0.13
2019-07-22,2019-07-23,2019-07-24,3,Infratest dimap,1046.0,spd,0.13
2019-07-18,2019-07-21,2019-07-24,7,Emnid,1520.0,spd,0.14
2019-07-19,2019-07-21,2019-07-22,4,INSA,2081.0,spd,0.125
2019-07-17,2019-07-20,2019-07-22,6,GMS,1002.0,spd,0.13
2019-07-15,2019-07-17,2019-07-19,5,Forsa,2500.0,spd,0.13
2019-07-16,2019-07-17,2019-07-18,3,Forschungsgruppe Wahlen,1290.0,spd,0.13
2019-07-11,2019-07-15,2019-07-17,7,Emnid,1908.0,spd,0.14
2019-07-12,2019-07-14,2019-07-15,4,INSA,2043.0,spd,0.14
2019-07-08,2019-07-11,2019-07-12,5,Forsa,2500.0,spd,0.13
2019-07-01,2019-07-07,2019-07-11,11,Allensbach,1228.0,spd,0.145
2019-07-04,2019-07-07,2019-07-10,7,Emnid,2377.0,spd,0.15
2019-07-05,2019-07-07,2019-07-08,4,INSA,2069.0,spd,0.135
2019-07-01,2019-07-03,2019-07-05,5,Forsa,2501.0,spd,0.12
2019-07-01,2019-07-03,2019-07-03,3,Infratest dimap,1506.0,spd,0.13
2019-06-27,2019-07-01,2019-07-03,7,Emnid,2389.0,spd,0.13
2019-06-28,2019-07-01,2019-07-02,5,YouGov,1644.0,spd,0.13
2019-06-28,2019-06-30,2019-07-01,4,INSA,2053.0,spd,0.13
2019-06-24,2019-06-27,2019-06-28,5,Forsa,2501.0,spd,0.12
2019-06-24,2019-06-25,2019-06-26,3,Infratest dimap,1051.0,spd,0.13
2019-06-21,2019-06-24,2019-06-26,6,Emnid,1906.0,spd,0.13
2019-06-21,2019-06-23,2019-06-24,4,INSA,2078.0,spd,0.125
2019-06-18,2019-06-21,2019-06-24,7,GMS,1004.0,spd,0.13
2019-06-17,2019-06-19,2019-06-21,5,Forsa,2500.0,spd,0.12
2019-06-17,2019-06-19,2019-06-19,3,Forschungsgruppe Wahlen,1291.0,spd,0.14
2019-06-13,2019-06-16,2019-06-18,6,Emnid,1910.0,spd,0.12
2019-06-14,2019-06-16,2019-06-17,4,INSA,2060.0,spd,0.13
2019-06-11,2019-06-13,2019-06-14,4,Forsa,2001.0,spd,0.11
2019-06-06,2019-06-09,2019-06-12,7,Emnid,2377.0,spd,0.12
2019-06-01,2019-06-07,2019-06-12,12,Allensbach,1273.0,spd,0.12
2019-06-04,2019-06-08,2019-06-11,8,Civey,10008.0,spd,0.139
2019-06-07,2019-06-09,2019-06-10,4,INSA,2074.0,spd,0.13
2019-06-03,2019-06-05,2019-06-07,5,Forsa,2501.0,spd,0.12
2019-06-03,2019-06-05,2019-06-05,3,Forschungsgruppe Wahlen,1297.0,spd,0.13
2019-06-03,2019-06-05,2019-06-05,3,Infratest dimap,1500.0,spd,0.12
2019-05-29,2019-06-02,2019-06-05,8,Emnid,1903.0,spd,0.12
2019-06-03,2019-06-03,2019-06-03,1,INSA,1000.0,spd,0.14
2019-05-27,2019-05-30,2019-05-31,5,Forsa,2001.0,spd,0.12
2019-05-23,2019-05-26,2019-05-28,6,Emnid,1413.0,spd,0.16
2019-05-24,2019-05-26,2019-05-27,4,INSA,2039.0,spd,0.155
2019-05-20,2019-05-22,2019-05-24,5,Forsa,2500.0,spd,0.17
2019-05-16,2019-05-20,2019-05-22,7,Emnid,1895.0,spd,0.17
2019-05-17,2019-05-20,2019-05-21,5,YouGov,1609.0,spd,0.18
2019-05-17,2019-05-19,2019-05-20,4,INSA,2074.0,spd,0.155
2019-05-13,2019-05-16,2019-05-17,5,Forsa,2503.0,spd,0.16
2019-05-03,2019-05-10,2019-05-16,14,Allensbach,1283.0,spd,0.175
2019-05-09,2019-05-12,2019-05-15,7,Emnid,1975.0,spd,0.16
2019-05-10,2019-05-12,2019-05-13,4,INSA,2044.0,spd,0.16
2019-05-06,2019-05-08,2019-05-10,5,Forsa,2502.0,spd,0.15
2019-05-07,2019-05-08,2019-05-09,3,Forschungsgruppe Wahlen,1357.0,spd,0.16
2019-05-02,2019-05-06,2019-05-08,7,Emnid,2393.0,spd,0.16
2019-05-02,2019-05-06,2019-05-08,7,GMS,1006.0,spd,0.17
2019-05-03,2019-05-05,2019-05-06,4,INSA,2089.0,spd,0.16
2019-04-29,2019-05-02,2019-05-03,5,Forsa,2002.0,spd,0.15
2019-04-29,2019-04-30,2019-04-30,2,Infratest dimap,1505.0,spd,0.18
2019-04-25,2019-04-28,2019-04-30,6,Emnid,1903.0,spd,0.17
2019-04-26,2019-04-28,2019-04-29,4,INSA,2005.0,spd,0.16
2019-04-26,2019-04-28,2019-04-29,4,YouGov,1642.0,spd,0.18
2019-04-22,2019-04-26,2019-04-29,8,Civey,10076.0,spd,0.16399999999999998
2019-04-23,2019-04-25,2019-04-26,4,Forsa,2001.0,spd,0.17
2019-04-18,2019-04-22,2019-04-24,7,Emnid,1433.0,spd,0.17
2019-04-18,2019-04-20,2019-04-21,4,INSA,1005.0,spd,0.16
2019-04-15,2019-04-17,2019-04-18,4,Forsa,2004.0,spd,0.17
2019-04-11,2019-04-14,2019-04-17,7,Emnid,2709.0,spd,0.18
2019-04-15,2019-04-16,2019-04-16,2,Infratest dimap,1051.0,spd,0.16
2019-04-12,2019-04-14,2019-04-15,4,INSA,2013.0,spd,0.155
2019-04-08,2019-04-10,2019-04-12,5,Forsa,2501.0,spd,0.16
2019-04-01,2019-04-07,2019-04-12,12,Allensbach,1305.0,spd,0.185
2019-04-09,2019-04-10,2019-04-11,3,Forschungsgruppe Wahlen,1282.0,spd,0.17
2019-04-04,2019-04-08,2019-04-10,7,Emnid,2559.0,spd,0.17
2019-04-05,2019-04-07,2019-04-08,4,INSA,2040.0,spd,0.155
2019-04-01,2019-04-04,2019-04-05,5,Forsa,2501.0,spd,0.16
2019-04-01,2019-04-02,2019-04-03,3,Infratest dimap,1503.0,spd,0.17
2019-03-28,2019-03-31,2019-04-03,7,Emnid,2335.0,spd,0.17
2019-03-28,2019-03-31,2019-04-03,7,GMS,1003.0,spd,0.15
2019-03-28,2019-03-31,2019-04-01,5,INSA,4000.0,spd,0.165
2019-03-25,2019-03-27,2019-03-29,5,Forsa,2504.0,spd,0.16
2019-03-25,2019-03-27,2019-03-27,3,Forschungsgruppe Wahlen,1325.0,spd,0.15
2019-03-21,2019-03-25,2019-03-27,7,Emnid,2361.0,spd,0.16
2019-03-22,2019-03-25,2019-03-26,5,YouGov,1633.0,spd,0.18
2019-03-22,2019-03-24,2019-03-25,4,INSA,2012.0,spd,0.155
2019-03-18,2019-03-21,2019-03-22,5,Forsa,2501.0,spd,0.16
2019-03-07,2019-03-15,2019-03-21,15,Allensbach,1198.0,spd,0.18
2019-03-19,2019-03-20,2019-03-20,2,Infratest dimap,1041.0,spd,0.18
2019-03-14,2019-03-17,2019-03-20,7,Emnid,1518.0,spd,0.17
2019-03-15,2019-03-17,2019-03-18,4,INSA,2030.0,spd,0.16
2019-03-11,2019-03-13,2019-03-15,5,Forsa,2505.0,spd,0.15
2019-03-12,2019-03-13,2019-03-14,3,Forschungsgruppe Wahlen,1290.0,spd,0.16
2019-03-11,2019-03-13,2019-03-13,3,Infratest dimap,1508.0,spd,0.17
2019-03-07,2019-03-11,2019-03-13,7,Emnid,1904.0,spd,0.16
2019-03-08,2019-03-10,2019-03-11,4,INSA,2005.0,spd,0.15
2019-03-04,2019-03-07,2019-03-08,5,Forsa,2501.0,spd,0.15
2019-02-28,2019-03-03,2019-03-06,7,Emnid,1906.0,spd,0.17
2019-02-27,2019-03-01,2019-03-01,3,INSA,4000.0,spd,0.17
2019-02-25,2019-02-27,2019-03-01,5,Forsa,2502.0,spd,0.16
2019-02-21,2019-02-25,2019-02-27,7,Emnid,1420.0,spd,0.18
2019-02-21,2019-02-25,2019-02-27,7,GMS,1005.0,spd,0.16
2019-02-22,2019-02-25,2019-02-26,5,YouGov,1620.0,spd,0.18
2019-02-22,2019-02-24,2019-02-25,4,INSA,2048.0,spd,0.18
2019-02-18,2019-02-21,2019-02-22,5,Forsa,2501.0,spd,0.16
2019-02-19,2019-02-21,2019-02-21,3,Forschungsgruppe Wahlen,1226.0,spd,0.15
2019-02-19,2019-02-20,2019-02-20,2,Infratest dimap,1029.0,spd,0.18
2019-02-14,2019-02-17,2019-02-20,7,Emnid,1511.0,spd,0.19
2019-02-15,2019-02-17,2019-02-18,4,INSA,2046.0,spd,0.18
2019-02-11,2019-02-13,2019-02-15,5,Forsa,2501.0,spd,0.17
2019-02-11,2019-02-13,2019-02-13,3,Infratest dimap,1503.0,spd,0.17
2019-02-07,2019-02-11,2019-02-13,7,Emnid,1891.0,spd,0.19
2019-02-01,2019-02-07,2019-02-13,13,Allensbach,1222.0,spd,0.18
2019-02-08,2019-02-10,2019-02-11,4,INSA,2051.0,spd,0.155
2019-02-04,2019-02-07,2019-02-08,5,Forsa,2500.0,spd,0.15
2019-02-05,2019-02-07,2019-02-07,3,Forschungsgruppe Wahlen,1350.0,spd,0.16
2019-01-31,2019-02-03,2019-02-06,7,Emnid,1900.0,spd,0.17
2019-02-01,2019-02-03,2019-02-04,4,INSA,2034.0,spd,0.145
2019-01-28,2019-01-30,2019-02-01,5,Forsa,2501.0,spd,0.15
2019-01-24,2019-01-28,2019-01-30,7,Emnid,1434.0,spd,0.16
2019-01-25,2019-01-28,2019-01-29,5,YouGov,1578.0,spd,0.15
2019-01-25,2019-01-27,2019-01-28,4,INSA,2056.0,spd,0.15
2019-01-21,2019-01-24,2019-01-25,5,Forsa,2501.0,spd,0.14
2019-01-22,2019-01-24,2019-01-24,3,Forschungsgruppe Wahlen,1285.0,spd,0.14
2019-01-22,2019-01-23,2019-01-23,2,Infratest dimap,1051.0,spd,0.15
2019-01-17,2019-01-20,2019-01-23,7,Emnid,2017.0,spd,0.16
2019-01-16,2019-01-20,2019-01-23,8,GMS,1003.0,spd,0.14
2019-01-18,2019-01-20,2019-01-21,4,INSA,2044.0,spd,0.135
2019-01-14,2019-01-16,2019-01-18,5,Forsa,2503.0,spd,0.15
2019-01-05,2019-01-12,2019-01-17,13,Allensbach,1249.0,spd,0.165
2019-01-10,2019-01-14,2019-01-16,7,Emnid,1448.0,spd,0.15
2019-01-11,2019-01-13,2019-01-14,4,INSA,2028.0,spd,0.145
2019-01-07,2019-01-10,2019-01-11,5,Forsa,2504.0,spd,0.15
2019-01-08,2019-01-10,2019-01-10,3,Forschungsgruppe Wahlen,1267.0,spd,0.14
2019-01-07,2019-01-08,2019-01-09,3,Infratest dimap,1505.0,spd,0.15
2019-01-03,2019-01-06,2019-01-09,7,Emnid,1964.0,spd,0.15
2019-01-01,2019-01-05,2019-01-08,8,Civey,11881.0,spd,0.155
2019-01-05,2019-01-06,2019-01-07,3,INSA,2056.0,spd,0.15
2019-01-02,2019-01-04,2019-01-04,3,Forsa,1503.0,spd,0.15
2019-01-02,2019-01-03,2019-01-03,2,INSA,1026.0,spd,0.15
2018-12-21,2018-12-25,2018-12-27,7,YouGov,1665.0,spd,0.16
2018-12-20,2018-12-21,2018-12-21,2,INSA,1029.0,spd,0.14
2018-12-17,2018-12-19,2018-12-21,5,Forsa,2504.0,spd,0.14
2018-12-13,2018-12-17,2018-12-19,7,Emnid,1889.0,spd,0.15
2018-12-14,2018-12-16,2018-12-17,4,INSA,2077.0,spd,0.15
2018-12-10,2018-12-13,2018-12-14,5,Forsa,2507.0,spd,0.15
2018-12-11,2018-12-13,2018-12-13,3,Forschungsgruppe Wahlen,1268.0,spd,0.15
2018-12-11,2018-12-12,2018-12-12,2,Infratest dimap,1048.0,spd,0.15
2018-12-06,2018-12-09,2018-12-12,7,Emnid,1997.0,spd,0.15
2018-12-06,2018-12-09,2018-12-12,7,GMS,1005.0,spd,0.14
2018-12-01,2018-12-07,2018-12-12,12,Allensbach,1295.0,spd,0.165
2018-12-08,2018-12-09,2018-12-10,3,INSA,2047.0,spd,0.15
2018-12-07,2018-12-09,2018-12-09,3,Forsa,1506.0,spd,0.14
2018-12-03,2018-12-05,2018-12-06,4,Forsa,2006.0,spd,0.14
2018-12-03,2018-12-05,2018-12-05,3,Infratest dimap,1502.0,spd,0.14
2018-11-29,2018-12-03,2018-12-05,7,Emnid,2469.0,spd,0.15
2018-11-30,2018-12-02,2018-12-03,4,INSA,2069.0,spd,0.135
2018-11-24,2018-11-29,2018-12-03,10,Civey,10041.0,spd,0.15
2018-11-26,2018-11-29,2018-11-30,5,Forsa,2505.0,spd,0.14
2018-11-27,2018-11-28,2018-11-28,2,Infratest dimap,1052.0,spd,0.14
2018-11-22,2018-11-25,2018-11-28,7,Emnid,1531.0,spd,0.15
2018-11-23,2018-11-25,2018-11-27,5,YouGov,1580.0,spd,0.15
2018-11-23,2018-11-25,2018-11-26,4,INSA,2062.0,spd,0.14
2018-11-19,2018-11-21,2018-11-23,5,Forsa,2507.0,spd,0.14
2018-11-20,2018-11-21,2018-11-22,3,Forschungsgruppe Wahlen,1336.0,spd,0.14
2018-11-15,2018-11-19,2018-11-21,7,Emnid,2361.0,spd,0.15
2018-11-16,2018-11-18,2018-11-19,4,INSA,2047.0,spd,0.145
2018-11-12,2018-11-15,2018-11-16,5,Forsa,2503.0,spd,0.14
2018-11-02,2018-11-09,2018-11-15,14,Allensbach,1242.0,spd,0.17
2018-11-12,2018-11-13,2018-11-14,3,Infratest dimap,1506.0,spd,0.14
2018-11-08,2018-11-11,2018-11-14,7,Emnid,1987.0,spd,0.15
2018-11-09,2018-11-11,2018-11-12,4,INSA,2070.0,spd,0.14
2018-11-05,2018-11-07,2018-11-09,5,Forsa,2504.0,spd,0.14
2018-11-06,2018-11-07,2018-11-08,3,Forschungsgruppe Wahlen,1200.0,spd,0.14
2018-11-05,2018-11-07,2018-11-07,3,Emnid,1518.0,spd,0.15
2018-11-02,2018-11-04,2018-11-05,4,INSA,3138.0,spd,0.135
2018-10-29,2018-11-02,2018-11-05,8,Civey,10005.0,spd,0.154
2018-10-28,2018-11-01,2018-11-04,8,YouGov,1542.0,spd,0.14
2018-10-29,2018-11-01,2018-11-02,5,Forsa,2502.0,spd,0.13
2018-10-25,2018-10-28,2018-10-31,7,Emnid,1815.0,spd,0.14
2018-10-26,2018-10-28,2018-10-29,4,INSA,2052.0,spd,0.14
2018-10-22,2018-10-24,2018-10-26,5,Forsa,2509.0,spd,0.14
2018-10-18,2018-10-22,2018-10-24,7,Emnid,1905.0,spd,0.15
2018-10-19,2018-10-21,2018-10-22,4,INSA,2061.0,spd,0.15
2018-10-15,2018-10-18,2018-10-19,5,Forsa,2502.0,spd,0.14
2018-10-16,2018-10-18,2018-10-18,3,Forschungsgruppe Wahlen,1117.0,spd,0.14
2018-10-16,2018-10-17,2018-10-17,2,Infratest dimap,1040.0,spd,0.14
2018-10-11,2018-10-14,2018-10-17,7,Emnid,1609.0,spd,0.15
2018-10-12,2018-10-14,2018-10-15,4,INSA,2061.0,spd,0.15
2018-10-08,2018-10-10,2018-10-12,5,Forsa,2504.0,spd,0.16
2018-09-28,2018-10-05,2018-10-11,14,Allensbach,1259.0,spd,0.19
2018-10-08,2018-10-10,2018-10-10,3,Infratest dimap,1508.0,spd,0.15
2018-10-04,2018-10-08,2018-10-10,7,Emnid,1899.0,spd,0.17
2018-10-04,2018-10-08,2018-10-10,7,GMS,1007.0,spd,0.15
2018-10-05,2018-10-07,2018-10-08,4,INSA,2054.0,spd,0.16
2018-10-01,2018-10-04,2018-10-05,5,Forsa,2002.0,spd,0.16
2018-09-27,2018-09-30,2018-10-02,6,Emnid,1515.0,spd,0.17
2018-09-28,2018-09-30,2018-10-01,4,INSA,2041.0,spd,0.16
2018-09-24,2018-09-28,2018-10-01,8,Civey,11904.0,spd,0.168
2018-09-24,2018-09-26,2018-09-28,5,Forsa,2501.0,spd,0.16
2018-09-25,2018-09-26,2018-09-27,3,Forschungsgruppe Wahlen,1260.0,spd,0.17
2018-09-20,2018-09-24,2018-09-26,7,Emnid,1902.0,spd,0.16
2018-09-20,2018-09-24,2018-09-26,7,GMS,1005.0,spd,0.16
2018-09-21,2018-09-24,2018-09-25,5,YouGov,1504.0,spd,0.17
2018-09-21,2018-09-23,2018-09-24,4,INSA,2051.0,spd,0.16
2018-09-17,2018-09-20,2018-09-21,5,Forsa,2502.0,spd,0.17
2018-09-19,2018-09-20,2018-09-19,1,INSA,1040.0,spd,0.165
2018-09-17,2018-09-18,2018-09-19,3,Infratest dimap,1035.0,spd,0.17
2018-09-13,2018-09-16,2018-09-19,7,Emnid,2368.0,spd,0.17
2018-09-14,2018-09-16,2018-09-17,4,INSA,2054.0,spd,0.17
2018-09-10,2018-09-12,2018-09-14,5,Forsa,2507.0,spd,0.18
2018-09-11,2018-09-12,2018-09-13,3,Forschungsgruppe Wahlen,1339.0,spd,0.2
2018-09-01,2018-09-08,2018-09-13,13,Allensbach,1258.0,spd,0.195
2018-09-06,2018-09-10,2018-09-12,7,Emnid,1978.0,spd,0.18
2018-09-07,2018-09-09,2018-09-10,4,INSA,2042.0,spd,0.17
2018-09-04,2018-09-08,2018-09-10,7,GMS,1003.0,spd,0.17
2018-09-03,2018-09-06,2018-09-07,5,Forsa,2507.0,spd,0.16
2018-09-03,2018-09-04,2018-09-05,3,Infratest dimap,1502.0,spd,0.18
2018-08-30,2018-09-02,2018-09-05,7,Emnid,2472.0,spd,0.17
2018-08-31,2018-09-02,2018-09-03,4,INSA,2069.0,spd,0.16
2018-08-27,2018-08-29,2018-08-31,5,Forsa,2503.0,spd,0.17
2018-08-28,2018-08-29,2018-08-30,3,Forschungsgruppe Wahlen,1216.0,spd,0.18
2018-08-23,2018-08-27,2018-08-29,7,Emnid,2390.0,spd,0.19
2018-08-24,2018-08-27,2018-08-28,5,YouGov,1538.0,spd,0.17
2018-08-24,2018-08-26,2018-08-27,4,INSA,2079.0,spd,0.165
2018-08-20,2018-08-23,2018-08-24,5,Forsa,2502.0,spd,0.18
2018-08-20,2018-08-21,2018-08-22,3,Infratest dimap,1047.0,spd,0.18
2018-08-16,2018-08-19,2018-08-22,7,Emnid,1891.0,spd,0.18
2018-08-16,2018-08-19,2018-08-20,5,INSA,3129.0,spd,0.165
2018-08-13,2018-08-15,2018-08-17,5,Forsa,2503.0,spd,0.18
2018-08-09,2018-08-13,2018-08-15,7,Emnid,2942.0,spd,0.17
2018-08-10,2018-08-12,2018-08-13,4,INSA,2034.0,spd,0.175
2018-08-06,2018-08-09,2018-08-10,5,Forsa,2505.0,spd,0.18
2018-08-07,2018-08-09,2018-08-09,3,Forschungsgruppe Wahlen,1294.0,spd,0.18
2018-07-27,2018-08-03,2018-08-09,14,Allensbach,1295.0,spd,0.2
2018-08-02,2018-08-05,2018-08-08,7,Emnid,2502.0,spd,0.17
2018-07-31,2018-08-04,2018-08-07,8,Civey,11907.0,spd,0.174
2018-08-03,2018-08-05,2018-08-06,4,INSA,2096.0,spd,0.17
2018-07-30,2018-08-01,2018-08-03,5,Forsa,2508.0,spd,0.18
2018-07-30,2018-08-01,2018-08-01,3,Infratest dimap,1508.0,spd,0.18
2018-07-26,2018-07-30,2018-08-01,7,Emnid,2478.0,spd,0.18
2018-07-25,2018-07-28,2018-07-31,7,GMS,1005.0,spd,0.17
2018-07-27,2018-07-29,2018-07-30,4,INSA,2074.0,spd,0.18
2018-07-23,2018-07-26,2018-07-27,5,Forsa,2505.0,spd,0.18
2018-07-24,2018-07-25,2018-07-25,2,Infratest dimap,1047.0,spd,0.18
2018-07-19,2018-07-22,2018-07-25,7,Emnid,2001.0,spd,0.18
2018-07-20,2018-07-22,2018-07-24,5,YouGov,1520.0,spd,0.17
2018-07-20,2018-07-22,2018-07-23,4,INSA,2056.0,spd,0.18
2018-07-16,2018-07-18,2018-07-20,5,Forsa,2505.0,spd,0.18
2018-07-12,2018-07-16,2018-07-18,7,Emnid,2476.0,spd,0.19
2018-07-13,2018-07-15,2018-07-16,4,INSA,2084.0,spd,0.17
2018-07-09,2018-07-12,2018-07-13,5,Forsa,2505.0,spd,0.17
2018-07-09,2018-07-11,2018-07-12,4,Forschungsgruppe Wahlen,1340.0,spd,0.18
2018-07-05,2018-07-08,2018-07-11,7,Emnid,2368.0,spd,0.18
2018-07-01,2018-07-07,2018-07-12,12,Allensbach,1295.0,spd,0.2
2018-07-05,2018-07-08,2018-07-11,7,GMS,1006.0,spd,0.17
2018-07-06,2018-07-08,2018-07-09,4,INSA,2061.0,spd,0.17
2018-07-02,2018-07-04,2018-07-06,5,Forsa,2502.0,spd,0.17
2018-07-03,2018-07-04,2018-07-04,2,Infratest dimap,1505.0,spd,0.18
2018-06-28,2018-07-02,2018-07-04,7,Emnid,1894.0,spd,0.17
2018-06-29,2018-07-01,2018-07-02,4,INSA,2089.0,spd,0.19
2018-06-25,2018-06-28,2018-06-29,5,Forsa,2508.0,spd,0.17
2018-06-25,2018-06-27,2018-06-28,4,Forschungsgruppe Wahlen,1290.0,spd,0.18
2018-06-21,2018-06-25,2018-06-28,8,Emnid,1954.0,spd,0.19
2018-06-25,2018-06-26,2018-06-26,2,Infratest dimap,1025.0,spd,0.19
2018-06-22,2018-06-24,2018-06-26,5,YouGov,1525.0,spd,0.17
2018-06-19,2018-06-23,2018-06-26,8,Civey,10033.0,spd,0.177
2018-06-22,2018-06-24,2018-06-25,4,INSA,2036.0,spd,0.195
2018-06-18,2018-06-20,2018-06-22,5,Forsa,2503.0,spd,0.17
2018-06-14,2018-06-18,2018-06-20,7,Emnid,2336.0,spd,0.18
2018-06-15,2018-06-17,2018-06-18,4,INSA,2060.0,spd,0.19
2018-06-14,2018-06-15,2018-06-15,2,Forsa,1001.0,spd,0.16
2018-06-11,2018-06-12,2018-06-13,3,Forsa,1501.0,spd,0.18
2018-06-11,2018-06-12,2018-06-13,3,Infratest dimap,1506.0,spd,0.18
2018-06-07,2018-06-10,2018-06-13,7,Emnid,2310.0,spd,0.18
2018-06-01,2018-06-08,2018-06-13,13,Allensbach,1279.0,spd,0.21
2018-06-08,2018-06-10,2018-06-11,4,INSA,2038.0,spd,0.17
2018-06-04,2018-06-06,2018-06-08,5,Forsa,2504.0,spd,0.18
2018-06-05,2018-06-06,2018-06-07,3,Forschungsgruppe Wahlen,1284.0,spd,0.2
2018-05-30,2018-06-03,2018-06-06,8,Emnid,1950.0,spd,0.19
2018-06-01,2018-06-03,2018-06-04,4,INSA,2067.0,spd,0.17
2018-05-28,2018-05-31,2018-06-01,5,Forsa,2506.0,spd,0.18
2018-05-25,2018-05-27,2018-05-29,5,YouGov,1556.0,spd,0.17
2018-05-24,2018-05-27,2018-05-29,6,Emnid,1397.0,spd,0.18
2018-05-22,2018-05-26,2018-05-29,8,Civey,11925.0,spd,0.166
2018-05-25,2018-05-27,2018-05-28,4,INSA,2062.0,spd,0.17
2018-05-22,2018-05-24,2018-05-25,4,Forsa,2002.0,spd,0.18
2018-05-17,2018-05-21,2018-05-23,7,Emnid,1946.0,spd,0.17
2018-05-18,2018-05-21,2018-05-22,5,INSA,2044.0,spd,0.165
2018-05-14,2018-05-17,2018-05-18,5,Forsa,2502.0,spd,0.18
2018-05-15,2018-05-17,2018-05-17,3,Forschungsgruppe Wahlen,1200.0,spd,0.2
2018-05-14,2018-05-15,2018-05-16,3,Infratest dimap,1009.0,spd,0.17
2018-05-11,2018-05-14,2018-05-16,6,GMS,1003.0,spd,0.16
2018-05-09,2018-05-13,2018-05-16,8,Emnid,2030.0,spd,0.17
2018-05-11,2018-05-13,2018-05-14,4,INSA,2098.0,spd,0.17
2018-05-07,2018-05-09,2018-05-11,5,Forsa,2004.0,spd,0.17
2018-05-07,2018-05-08,2018-05-08,2,Infratest dimap,1507.0,spd,0.18
2018-05-03,2018-05-06,2018-05-08,6,Emnid,1489.0,spd,0.17
2018-04-24,2018-05-01,2018-05-08,15,Allensbach,1253.0,spd,0.2
2018-05-04,2018-05-06,2018-05-07,4,INSA,2065.0,spd,0.17
2018-04-30,2018-05-03,2018-05-04,5,Forsa,2003.0,spd,0.18
2018-04-26,2018-04-29,2018-05-02,7,Emnid,1507.0,spd,0.17
2018-04-27,2018-04-29,2018-04-30,4,INSA,2097.0,spd,0.17
2018-04-23,2018-04-25,2018-04-27,5,Forsa,2507.0,spd,0.17
2018-04-24,2018-04-25,2018-04-26,3,Forschungsgruppe Wahlen,1285.0,spd,0.2
2018-04-20,2018-04-23,2018-04-26,7,GMS,1005.0,spd,0.17
2018-04-19,2018-04-23,2018-04-25,7,Emnid,2350.0,spd,0.18
2018-04-20,2018-04-23,2018-04-24,5,YouGov,1573.0,spd,0.18
2018-04-20,2018-04-22,2018-04-23,4,INSA,2091.0,spd,0.18
2018-04-16,2018-04-19,2018-04-20,5,Forsa,2503.0,spd,0.18
2018-04-16,2018-04-17,2018-04-18,3,Infratest dimap,1039.0,spd,0.17
2018-04-12,2018-04-15,2018-04-18,7,Emnid,2437.0,spd,0.18
2018-04-03,2018-04-11,2018-04-17,15,Allensbach,1279.0,spd,0.205
2018-04-13,2018-04-15,2018-04-16,4,INSA,2054.0,spd,0.185
2018-04-09,2018-04-11,2018-04-13,5,Forsa,2506.0,spd,0.19
2018-04-10,2018-04-11,2018-04-12,3,Forschungsgruppe Wahlen,1159.0,spd,0.19
2018-04-05,2018-04-09,2018-04-11,7,Emnid,1786.0,spd,0.18
2018-04-06,2018-04-08,2018-04-09,4,INSA,2048.0,spd,0.175
2018-04-03,2018-04-05,2018-04-06,4,Forsa,2005.0,spd,0.2
2018-03-29,2018-04-02,2018-04-05,8,Emnid,1414.0,spd,0.17
2018-04-03,2018-04-04,2018-04-04,2,Infratest dimap,1503.0,spd,0.18
2018-03-23,2018-03-30,2018-04-04,13,pollytix,1386.0,spd,0.19
2018-03-29,2018-03-30,2018-03-31,3,INSA,1074.0,spd,0.18
2018-03-26,2018-03-28,2018-03-29,4,Forsa,2003.0,spd,0.18
2018-03-22,2018-03-26,2018-03-28,7,Emnid,1982.0,spd,0.18
2018-03-23,2018-03-26,2018-03-27,5,YouGov,1579.0,spd,0.17
2018-03-20,2018-03-24,2018-03-27,8,Civey,11868.0,spd,0.172
2018-03-23,2018-03-25,2018-03-26,4,INSA,2051.0,spd,0.17
2018-03-19,2018-03-22,2018-03-23,5,Forsa,2502.0,spd,0.19
2018-03-20,2018-03-21,2018-03-21,2,Infratest dimap,1038.0,spd,0.19
2018-03-16,2018-03-19,2018-03-21,6,GMS,1003.0,spd,0.18
2018-03-15,2018-03-18,2018-03-21,7,Emnid,1972.0,spd,0.18
2018-03-16,2018-03-18,2018-03-19,4,INSA,2066.0,spd,0.175
2018-03-12,2018-03-14,2018-03-16,5,Forsa,2502.0,spd,0.19
2018-03-13,2018-03-14,2018-03-15,3,Forschungsgruppe Wahlen,1214.0,spd,0.19
2018-03-02,2018-03-09,2018-03-15,14,Allensbach,1256.0,spd,0.19
2018-03-08,2018-03-12,2018-03-14,7,Emnid,1959.0,spd,0.19
2018-03-09,2018-03-11,2018-03-12,4,INSA,2033.0,spd,0.175
2018-03-05,2018-03-08,2018-03-09,5,Forsa,2507.0,spd,0.18
2018-03-01,2018-03-04,2018-03-07,7,Emnid,1869.0,spd,0.19
2018-03-05,2018-03-06,2018-03-05,1,INSA,1052.0,spd,0.15
2018-03-04,2018-03-05,2018-03-05,2,Forsa,1502.0,spd,0.19
2018-02-26,2018-02-28,2018-03-02,5,Forsa,2505.0,spd,0.18
2018-02-26,2018-02-28,2018-02-28,3,Infratest dimap,1502.0,spd,0.18
